1,2.64,7.62987,4.63816e-308,3.29127
2,3.07,9.29959,4.63816e-308,3.98811
3,4.3,11.3347,4.63816e-308,4.84656
4,4.55,13.8152,400,5.82292
5,5.35,16.8385,400,6.97835
6,6.96,20.5235,400,8.33617
7,8.52,25.0149,400,9.81205
8,9.64,30.4891,400,11.5321
9,10.62,37.1614,400,13.5543
10,12.39,45.2938,400,15.6926
