1,11.83,41.3334,4.65536e-308,-6.07755e+06
2,16.57,55.4937,4.65536e-308,-2.63733e+07
3,20.43,74.5053,4.65536e-308,-2.02621e+08
4,26.25,100.03,400,-8.26204e+08
5,30.99,134.299,400,-3.03069e+09
6,36.38,180.309,400,-2.19644e+09
7,40.74,242.08,400,-3.58784e+10
8,46.46,325.015,400,-2.28415e+11
9,51.99,436.361,400,-5.46224e+11
10,57.09,585.854,400,-7.11024e+12
