1,12.37,41.3334,4.66185e-308
2,15.58,55.4937,4.66185e-308
3,20.1,74.5053,4.66185e-308
4,25.57,100.03,400
5,31.54,134.299,400
6,36.82,180.309,400
7,40.67,242.08,400
8,46.35,325.015,400
9,51.44,436.361,400
10,57.03,585.854,400
