5,0.1115,0.287374,0.207743,0.127757
6,0.0863,0.217824,0.157465,0.0959778
7,0.0604,0.165106,0.119355,0.0719418
8,0.0447,0.125147,0.0904684,0.0544448
9,0.0334,0.0948584,0.0685731,0.0410544
10,0.0293,0.0719006,0.051977,0.0310259
11,0.0207,0.0544992,0.0393974,0.0233326
12,0.0132,0.0413092,0.0298624,0.017708
13,0.0095,0.0313115,0.0226351,0.0134152
14,0.0076,0.0237334,0.0171569,0.0101471
