0.127541,0.7,0.11538,0.287374,0.207743,0.127957,0.472172,0.140364
0.096727,0.7,0.0854,0.217824,0.157465,0.0960719,0.488871,0.142149
0.0717536,0.7,0.0635,0.165106,0.119355,0.0721039,0.527067,0.14482
0.054801,0.7,0.04764,0.125147,0.0904684,0.0544272,0.473891,0.147189
0.0405189,0.7,0.03366,0.0948584,0.0685731,0.0410894,0.521699,0.147126
0.0313548,0.7,0.02598,0.0719006,0.051977,0.0309974,0.523562,0.149871
0.0235607,0.7,0.0197,0.0544992,0.0393974,0.0234524,0.48395,0.149137
0.0175817,0.7,0.01412,0.0413092,0.0298624,0.0177654,0.575696,0.14974
0.0134234,0.7,0.01074,0.0313115,0.0226351,0.0134071,0.601083,0.15105
0.010051,0.7,0.00846,0.0237334,0.0171569,0.0101567,0.553968,0.15178
